,Masechet,Daf,Line,Masechet,Comment
1384,Pesachim,161,2,נזיר,"דר""א ור""ע במסכת נזיר דאמרינן התם רביעית דם אין הנזיר מגלח על מגעה ועל משאה וקאמר רבי עקיבא ק""ו ומה עצם כשעורה שאין מטמא (את כל) אדם באהל הנזיר מגלח על מגעה ועל משאה רביעית דם שמטמאה (את כל) אדם באהל אינו דין שהנזיר מגלח על מגעה ועל משאה אמר לו ר""א לר""ע עצם כשעורה שהנזיר מגלח על מגעה ומשאה הלכה למשה מסיני ואין כתוב בתורה ורביעית דם אתה בא ללמוד ממנה בק""ו ואין דנין ק""ו מהלכה אלא מדבר הכתוב בתורה:"
1385,Pesachim,161,0,נזיר,"וטומאת התהום - שהותרה בנזיר ועושה פסח היכא כתיבא והך בעיא איבעיא בי מדרשא מקמי הא בעיא דרב יוסף ובשני דרב יוסף כבר איפשיטא הך מסקנא דלקמן דטומאת התהום גמרא גמירי לה משום הכי פרכינן לעיל ומי דיינינן ק""ו מהלכה:"
1386,Pesachim,161,0,נזיר,לא שנו - דציץ מרצה על טומאת התהום בנזיר ועושה פסח:
1387,Pesachim,161,2,נזיר,"בד""א - דנזיר ועושה פסח טהור:"
1388,Pesachim,162,0,תמיד,תנן התם - במסכת תמיד:
1389,Pesachim,162,2,זבחים,לן דמה - של בהמת קרבן דאמרינן בזבחים (דף נו.) מנין לדם שנפסל בשקיעת החמה שנא' ביום הקריבו את זבחו ביום שאתה זובח אתה מקריב כו':
1390,Pesachim,163,1,כריתות,מנא ליה - דבעי עיבור צורה פשיטא לן דטעמא משום דגמר עון עון מנותר כתיב בפיגול (שם ז) והנפש האוכלת ממנו עונה תשא וכתיב בנותר (שם יט) ואוכליו עונו ישא והאי קרא בנותר מוקמינן ליה בכריתות (דף ה.) בגזרה שוה כתיב כי את קודש ה' חילל וכתיב ושרפת את הנותר באש לא יאכל כי קודש הוא וגמר פיגול מנותר מה נותר כבר עובר צורתו אף פיגול צריך שתעובר צורתו ואדגמר מנותר ליגמרי' מחטאת דאהרן שנשרפה בו ביום דכתיב ביה נמי עון ואותה נתן לכם לשאת את עון העדה ומשה הודה להם דכתיב וייטב בעיניו:
1391,Pesachim,163,0,זבחים,כי האי גוונא - בין למאן דאמר בזבחים מפני אנינות נשרפה בין למאן דאמר מפני טומאה נשרפה לדורות בעיא עיבור צורה והוראת שעה היתה ששרפוה לבו ביום:
1392,Pesachim,163,0,זבחים,"הכי גרסינן והא אנינות כלאחר זריקה היא - שאפי' מתו נדב ואביהוא לפני זריקה אין הזריקה נפסלת בכך דחטאת לא דמיא לפסח דעיקרו לאכילה דאילו חטאת לא חיישינן לאוכלין דידה דלכפרה אתיא ואכל ישראל שהיו ראוין ואם מפני שהקריבוה באנינות ונפסלה דאונן שעבד חילל לא הדיוטים הקריבוה כי אם אהרן עצמו וקיימא לן (יומא דף יג:) כהן גדול מקריב אונן ואינו אוכל והכי אמרינן בזבחים (דף קא.) ודרשינן הן היום הקריבו דקאמר ליה משה לאהרן דילמא באנינות אקריבתיה ופסלתיה ועל כן שרפתם אותה א""ל אהרן הן היום וכי הם היום הקריבו דפסל בהו אנינות אני הקרבתי דלא פסלא בי אנינות ושריפה מיד הואי בלא עיבור צורה ומדקאמר ר' יוחנן דר' נחמיה ור' יוחנן בן ברוקה אמרו דבר אחד אלמא ס""ל דפלוגתא דמתניתין אף כשנטמאו לאחר זריקה דעבודות דם נעשו בהכשר ואפילו הכי ישרף מיד מפני שאין מי שיאכלנו כי חטאת דאהרן לא היה לה פסול אחר אלא שלא היו לה אוכלין וספרים כתב בהן והא אנינות לאחר זריקה הואי וקשיא לי מנלן הא הלא לא נתפרשו בפרשה אלא עבודות של קרבנות שמיני אבל קרבנות של ר""ח לא נתפרשו בה ועוד מדקא מהדר ליה אהרן וכי הן הקריבו והלא אני הקרבתי מכלל דקודם זריקה הואי אנינות:"
1393,Pesachim,164,1,זבחים,"כל הענין כולו - כל פרשה זו וכל חטאת אשר יובא מדמה (ויקרא ו׳:כ״ג) דמוקי לה רבנן במסכת זבחים (דף פב.) בחטאת החיצונה שהכניס דמה לפנים וזהו פסול שלה וקאמר רחמנא שישרף פליג ריה""ג ומוקי בחטאת הפנימית כגון פר העלם דבר של ציבור אשר יובא מדמה כמצותה אל אהל מועד לא תאכל באש תשרף (ובבשרה) לא איצטריך קרא דהא כתיב בגופיה (ויקרא ד׳:י״ב) ושרף אותו על עצים וגו' אלא שאם נפסלה ביוצא ובטומאה בא הכתוב ללמדך שתשרפנה בבית הבירה ולא חוץ לג' מחנות כמצות' וליתן לא תעשה על אכילתה:"
1394,Pesachim,165,0,שבת,"ולא עולת חול בי""ט - אלמא אפילו הקטר עולה אינו דוחה י""ט וכ""ש שריפת פסול שלה ופסח קרבן של חול הוא דזריקת דמו בארבעה עשר ואין יכול להקטירו בלילה והא דכתיב לא ילין לבקר דמשמע הא כל הלילה ילין הא אוקימנא בארבעה עשר שחל להיות בשבת בפ' תמיד נשחט (פסחים דף נט:):"
1395,Pesachim,168,0,נדה,ומשני טומאת בית הסתרים היא - כל מגע חיבור בית הסתרים שאין מקום מגעו נראה וטומאה בית הסתרים נפקא לן במסכת נדה דלא מיטמיא מוידיו לא שטף במים בפ' יוצא דופן (נדה דף מג.) דבעינן נגיעה בידים שהן בגלוי:
1396,Pesachim,169,0,סדר יומא,"היו סובלין אותם במוטות - פרים הנשרפי' כגון פר ושעיר יוה""כ ופר העלם דבר ופר כהן משיח הנשרפין חוץ לג' מחנות וילפינן בסדר יומא בפ' שני שעירי (יומא דף סח.) להלן בשאר פרים הנשרפין אתה נותן להם ג' מחנות וכאן ביום הכפורים אתה נותן להם מחנה אחת בתמיה דכתיב יוציא אל מחוץ למחנה ושרף וגו' אלא לומר לך כיון שיצאו חוץ למחנה אחת מטמא בגדים דהא כתיב והשורף אותה יכבס בגדיו אלמא כשיוצאין מן העזרה מטמא בגדים שעליהם מיד ואע""ג דלא נח והכא הוצאה כתיבא דכתיב והוציא את הפר וגו':"
1397,Pesachim,170,0,מנחות,"דתנן שתי אמות - קני מדה היו בשושן הבירה והוא בית הבנוי על גובה השער כדתנן במסכת מדות (ע""א מ""ג) שער המזרחי ועליו שושן הבירה צורה מצויירת ומפרשינן במנחות כדי שידעו מהיכן באו ולהכי הוא דקדשי גגין לכל דדמין לשתי אמות דלא הוי צורך המזבח אבל למילתא אחריתי לא קדשו:"
1398,Pesachim,171,1,סנהדרין,"ת""ל בבית אחד יאכל - וקסבר יש אם למקרא יאכל אפסח קאי ולא אגברי כלומר עיקר תחלת אכילתו תהא בחבורה אחת ולא יתחלק לשתי חבורות אבל גברא אי בעי קאי מהכא ואזיל ואכיל הכא דלא קפיד רחמנא אלא אעיקר תחלת אכילה מדקרינן יאכל הפסח ולא יאכל אגברא. ואני שמעתי חילוף ר' יהודה סבר יש אם למקרא בבית אחד ולא בשני מקומות ור""ש סבר יש אם למסורת שמסר אונקלוס הגר בחבורה חדא יתאכל אבל אשני מקומות לא קפיד וקשה לי לאומרו דלא שמעתי מסורת כזה מעולם ועוד דקיימא לן דר' שמעון יש אם למקרא ס""ל בשמעתא קמייתא דסנהדרין ועוד לישנא דברייתא דייקא כוותי דגבי חבורות נקט פסח נאכל ולא נקט שתי חבורות אוכלין אותו וגבי מקומות נקט האוכל אוכל ולא נקט פסח נאכל הלכך כי דרשינן בבית אחד יאכל במקרא אפסח משמע למעוטי חבורות וכי דרשינן יאכל אגברי משמע למעוטי מקומות:"
1399,Pesachim,173,0,"ע""ז","גפא דרומאי - נשבע בע""ז:"
1400,Pesachim,176,0,זבחים,וניתי במותר הפסח - מתחלתו יתנה עליו אם שלי תם היה זה יהיה מותר הפסח שהוא קרב שלמים והוא כפסח שנאכל ליום ולילה והכי תניא בתוספתא דזבחים בפ' (הפסח שנתערב) ומשני אין מפרישין קרבן מתחלה לשם נותר שהיאך יכול להיות מותר הפסח והרי שם פסח לא חל עליו מעולם שהרי זה כבר יצא:
1401,Pesachim,176,0,זבחים,"פסח בשפיכה - בנחת מן המזרק לקיר המזבח כנגד היסוד דנפקא לן מתן דם דפסח מודם זבחיך ישפך במסכת זבחים בפ' ב""ש (זבחים דף לז:) ובשלמים כתיבא זריקה שזורק למרחוק מן המזרק למזבח ואין מתן אצבע אלא בחטאת דכתיב בה באצבעו אבל בכל שאר קרבנות וזרקו כתיב וזורק כנגד הקרן עד שהדם ניתן לקיר מערבי וקיר דרומי:"
1403,Pesachim,178,3,תמיד,שוחטין עליו - אם חל שמיני שלו בערב הפסח ואפילו לא הביא כפרתו ומביאה לאחר מיכן דמחוסר כפורים דחי עשה דהשלמה כדאמרן בתמיד נשחט (דף נט.):
1405,Pesachim,180,1,שחיטת קדשים,"שוחטין עליו - דמכ""מ עודנו בחזקת טהרה ואונן נמי לאורתא חזי כדאמרינן בגמרא דאנינות לילה ליתא מדאורייתא אלא אנינות יום כדכתיב (ויקרא י׳:י״ט) הן היום הקריבו יום אסור לילה מותר בשחיטת קדשים וגבי פסח לא העמידו דבריהם במקום כרת:"
1407,Pesachim,182,0,מועד קטן,וכן מי שליקטו לו עצמות - אביו ואמו אמרי' במועד קטן (דף ח.) מתאבל עליהן כל היום כולו ולערב אין מתאבל עליהן:
1408,Pesachim,182,0,מכות,מצורע - שטבל והעריב שמשו בשביעי נכנס בשמיני למחנה לויה לשער נקנור שלא נתקדש בקדושת עזרה כדכתיב בקרא (ויקרא י״ד:י״א) והעמיד הכהן המטהר את האיש המיטהר ואותם לפני ה' וגו' ובעזרה עצמה לא היה נכנס אלא מכניס ידיו לבוהנות לפי שאין מחוסר כפורים נכנס לה כדאמרי' [במכות] (דף ח:) טמא יהיה לרבות טבול יום עוד טומאתו בו לרבות מחוסר כפורים שאם נכנסו למקדש חייבין כרת:
1409,Pesachim,182,0,שחיטת קדשים,"יבא עשה - דפסח שיש בו כרת וידחה עשה דטבול יום בהר הבית שאין בו כרת אלא בעזרה ואי משום דמכניס ידיו לעזרה הא אמרינן בשחיטת קדשים בפ""ג (דף לב:) איכא למ""ד ביאה במקצת לאו שמה ביאה ואיכא למאן דאמר הואיל והותרה לו אותה ביאה מקצת לצרעתו אע""פ שענוש כרת משום מחוסר כפורים והתירו הכתוב דכתיב לפני ה' הותרה לו אף לקרוייו:"
