,Masechet,Daf,Line,Perek,Comment
838,Pesachim,33,1,שלשה מינין,בקרקע טהורין - ולקמן מתרגם ליה אמים ודאיכא רביעית דאיכא תורת מקוה עלה למחטין וצינורות דמדאורייתא לא מקבלי טומאה כדכתיב (ויקרא י״א:ל״ו) מקוה מים יהיה טהור ורביעית הויא מקוה מדאוריית' דכי כתיב ארבעים סאה באדם הוא דכתיבי דנפקא לן מאת כל בשרו מים שכל גופו עולה בהן אבל לכלים קטנים אין צריך אלא כדי שיתכסו במים ובציר מרביעית גמרא גמירי לה דלא חשיב למיהוי מקוה וכיון דבעלמא מדאורייתא לא מיטמו ורבנן הוא דבטלו רביעית דמקוה שלא יטבילו כלים בפחות מארבעים סאה כדאמרינן בנזיר (דף לח.) עשר רביעיות הן ופרכינן והא איכא רביעית דמקוה ומשנינן בר מינה דההיא דבטלו רבנן בפרק שלשה מינין ותניא נמי זה הכלל כל שאדם טובל בו ידים וכלים טובלי' בו וגזרו טומאה אף על המשקין שבקרקע כל כמה דהוי בציר מארבעים סאה והכא גבי מטבחיא אוקמוה אדאורייתא וטהורים:
839,Pesachim,33,0,אוכלין,אבל באוכלין - כרבי יוסי ורבי שמעון סבירא ליה דמשקין מטמאין אוכלין מדאורייתא:
840,Pesachim,34,0,הבא על יבמתו,"ר' יוסי תלמידו של ר' עקיבא היה כדתניא ביבמות בהבא על יבמתו (יבמות דף סב:) והיה העולם שמם עד שבא ר""ע אצל רבותינו שבדרום ושנאה להן ואלו הן ר""מ ורבי יהודה ור' יוסי ור""ש ור""א בן שמוע:"
841,Pesachim,34,1,הכל שוחטין,"אשר יפול מהם אל תוכו - ותניא בהכל שוחטין (חולין כד:) אע""פ שלא נגע אלא נתלה באוירו ה""ל כלי ראשון וכתיב כל אשר בתוכו יטמא מחמת הכלי ה""ל אוכל שני ואינו אומר טמא אלא יטמא לדרוש ביה יטמא:"
842,Pesachim,34,2,אוכלין,"לימד על ככר שני - דהא קרא משתעי באוכלין כדכתיב בתריה מכל האוכל אשר יאכל והוא היה בתוך הכלי יטמא אלמא ככר שני עושה שלישי ואף בחולין דקרא סתמא כתיב והא ליכא למימר דאוכלין שבו מקבלין טומאה מן השרץ דליהוי אויר כלי כמאן דמלי טומאה וניהוו אוכל ראשון דא""כ אף כלים שבאוירו יטמאו ובפרקין מפרשינן לה בהדיא דעל כרחך שני הוא ומן הכלי הוא מקבלה שמטמא את השלישי ואני שמעתי ככר עושה כיוצא בו ואית ליה לר""ע אוכל מטמא אוכל וא""א לומר כן משום דלא אשכחן לה בהדיא וע""י הדחק נאמר וא""כ כי אקשי לעיל והא אין אוכל מטמא אוכל ודחיק נפשיה ואוקמה מדרבנן טמא נימא כר""ע ס""ל דהא ר""ע גופיה איירי ביה והוסיף עדות על עדותו ולקמן דקאמר לא כך היה ולא מצי לדחויה אלא ע""י טעם זה לא מצינו טומאה עושה כיוצא בה הרי מצינו לר""ע ועוד בהדיא אמר לקמן בההוא יטמא לטמא את המשקין ולא אוכל כיוצא בו:"
843,Pesachim,34,0,משקה,"ואי ס""ד - האי יטמא דכתיב במשקה בסיפיה דקרא לטמא משקים קאמר ויטמא דרישא דכתיב גבי אוכל ע""כ לטמא משקין מוקמי ליה לקמיה דהכתיב לעיל מהאי קרא טמא הוא ואמרינן הוא טמא ואין עושה כיוצא בו ומדאיצטריך למעוטי אוכל מכלל דמשקין מטמאי א""כ יטמא יטמא למה לי ליערבינהו ונכתבינהו כו':"
845,Pesachim,36,1,אוכלין,"הכלי מצרף מה שבתוכו - עריבה ארוכה ובה אוכלי קודש מכאן ואוכלי קודש מכאן ואין נוגעין זה בזה ונגע טמא באוכלין שבראש אחד ובכלי לא נגע ואוכל אין מטמא כלי אפי' מדרבנן ואפ""ה האוכלין שבשני ראשיה טמאים שהכלי מצרפן:"
846,Pesachim,36,0,כל שעה,"אלמא קסבר צירוף דרבנן - מילתא באנפי נפשה היא מדא""ר יוחנן מעדותו של ר""ע נשנית אלמא קסבר ר' יוחנן צירוף דכלי לקודש דקתני גבי מעלות לאו דאורייתא הוא אלא מדרבנן מעדותו של ר""ע דמדרבנן הוא דגחלים ולבונה לאו בני קבולי טומאה נינהו אלא מדרבנן ואע""ג דאמר מר והבשר לרבות עצים ולבונה אמרי' בכל שעה (שם) דמעלה מדרבנן היא:"
847,Pesachim,37,0,יציאות השבת,בו ביום - בעליית חנניה בן חזקיה בן גרון ביציאות השבת דתנן אלו פוסלין את התרומה:
848,Pesachim,37,0,מחט,"עזרה רשות הרבים היא - לטומאה ואדם וסכין ספק נגעו במחט זה ספק לא נגעו והויא לה ספק טומאה ברה""ר דספיקו טהור:"
849,Pesachim,37,0,מחט,הבאה בידי אדם - אדם היה עסוק בה ואם נגע בו הסכין במחט על ידי אדם נגע בו הלכך אם עזרה רשות היחיד ספיקו טמא:
850,Pesachim,38,0,תנור,שרץ שנמצא בתנור - ולא נגע בפת הפת שבתוכו שני לטומאה ואינם מטמאים חולין לרבנן מפני שהתנור תחלה התנור קיבל טומאה מן השרץ והפת מן התנור:
851,Pesachim,39,0,רבי יוסי,"אמר רבי ישמעאל ברבי יוסי - כמה שנים אחר בית הלל וב""ש היה:"
852,Pesachim,42,1,בהמה המקשה,"ור""מ - דנפקא ליה איסור הנאה בשאר איסורים מדפרט בנבילה בשלמא פרט היתר דטריפה לגופיה. איצטריך למיפרט בה היתר משום דאי לאו דפרט ביה הוה אמינא ליתסר בהנאה אלא אותו למה לי ומשני לאיסור הנאה חולין שנשחטו בעזרה דנפקא לן בהו איסור אכילה מדכתב (דברים יב) כי ירחק ממך המקום וזבחת ואכלת בריחוק מקום דהיינו חוץ למחנה שכינה אתה זובח ואוכל ואי אתה זובח ואוכל בקרוב מקום ומשום דאין מפורש בהן לאו בהדיא באכילה איצטריך למילף להו איסור הנאה מהכא והכי משמע אותו שנאסר משום חוץ למחיצה אתה משליך לכלב דהא מהאי קרא ובשר בשדה טרפה נפקא לן איסור מחיצה כגון הושיט העובר את ידו בשעת שחיטה בפרק בהמה המקשה לילד (חולין סח:) אבל יש לך אחר הנאסר משום מחיצה ואי אתה משליכו לכלב ואיזה זה זה חולין שנשחטו בעזרה:"
853,Pesachim,42,2,גיד הנשה,"אלא למ""ד אין בגידין - דאיסור נותן טעם בשר אם נתבשלו עם הבשר אלמא לאו טעם בשר אית בהו ולאו נבילה מיקרו אלא כעצמות דהן עץ בעלמא ולא אישתרי בכלל נבילה ועץ הוא והתורה חייבה עליו מאי איכא למימר ופלוגתייהו בגיד הנשה (חולין צט:):"
854,Pesachim,42,0,גיד הנשה,"ור""ש פוטר - לגמרי מבהמה טמאה פטור דקסבר אין בגידין בנותן טעם בשר ומגיד נמי פטור דכי אזהריה רחמנא אגיד היכא דבשרה מותר דהיינו בהמה טהורה דהכי משמע גיד לא תאכל הא בשר אכול אבל טמאה לא הזהיר על גידה והכי מפרשי' לה בגיד הנשה (שם קא.) ולרבי שמעון הכי נמי דאסור גיד דטהורה אפילו בהנאה אלמא לא תאכלו איסור הנאה משמע וכשהותרה נבילה בהנאה היא לא הותרה לר""ש דלאו בכלל נבילה היא אבל לרבי יהודה מותר משום דקסבר יש בגידים בנותן טעם כדקתני רבי יהודה מחייב שתים הלכך גיד בכלל בשר וכשהותרה נבילה הותרה גם היא:"
855,Pesachim,44,0,שק,"שנזדמנו - דווקא שנזדמנו דלא מצרכינן להו להפקירן אבל לכתחלה אסור לחזר אחריהן כדתנן התם במס' שביעית (פ""ז מ""ג) אין עושין סחורה לא בנבילות וטריפות ולא בשקצים ורמשים:"
856,Pesachim,46,1,אלו עוברין,פסולי - כל שאר קדשי קדשים כגון מנחה ועולה ואשם שנטמאו או שנשפך דמן ומנחה שלא נקטר קומצה ואימורי קדשים קלים שנטמאו ודוקא נקט הני שמחיצתן בתוך חומת העזרה אבל פסולי בשר קדשים קלים שאכילתן בכל העיר אף שריפתן אם נפסלו חוץ לעזרה הן והכי נמי תנן באלו עוברין (לקמן פסחים מט.) שורפין לפני הבירה והיינו חוץ לעזרה ושם היה בית הדשן לכך וכן מפורש בזבחים בפר' טבול יום (זבחים ד' קד:):
857,Pesachim,46,0,הערל,לא בערתי - אזהרה נפקא לן ביה ביבמות בהערל (יבמות דף עג:):
858,Pesachim,46,1,הערל,"היקשא הוא - ולאו קל וחומר דאיתקש נדריך ונדבותיך דהיינו שלמים למעשר דגן דכתיב ביה לא בערתי ממנו בטמא ותייתי לן מינה דאף קדשים לא יאכלו בטומאה ולא בערתי ממנו בטמא אע""ג דוידוי בעלמא הוא ואינו לאו הא נפקא לן ביה איסור לאו ביבמות בהערל מהאי קרא דלא תוכל לאכול בשעריך ולהלן הוא אומר בפסולי המוקדשים שנפדו (דברים ט״ו:כ״ב) בשעריך תאכלנו הטמא והטהור יחדיו טמא וטהור אוכלין בקערה אחת יש כאן טומאת בשר לטהור וטומאת הגוף לטמא וקא אמר רחמנא גבי מעשר וקדשים ההוא בשעריך דשראי לך ביה טומאה התם בפסולי המוקדשין הכא לא תאכל:"
859,Pesachim,46,1,שק,לוקה ארבע - חד לאו בשרץ המים בתורת כהנים דהוא ספר ויקרא וחד במשנה תורה ושני לאוין כתובים בתורת כהנים בשקצים סתם לא תשקצו את נפשותיכם בכל השרץ השורץ ולא תטמאו בהן והכא לא כתיב על הארץ ומשמע בין שרץ המים ובין שרץ הארץ הרי ארבע:
860,Pesachim,48,0,כל הבשר,כלאי הכרם יוכיחו - ובשחיטת חולין פריך ונימא ערלה תוכיח וחזר הדין והתם מתרץ לה בכל הבשר ולקמן פריך ונימא מה לכלאי הכרם שכן לא היתה להם שעת הכושר:
861,Pesachim,48,1,בהמה המקשה,מנבילה - ונבילה אכילה כתיבא ביה נבילה לאו דוקא קאמר דהא מטריפה גמרינן לה ויש מפרשים דמשום דהאי טריפה דקרא איירי באבר ובבשר המדולדל בה ושחטה כדאמרינן בבהמה המקשה לילד (חולין עג:) קרי ליה נבילה דדמי לנבילה דלא מישתרו בשחיטה ואין נראה לי דטריפה נמי לא מישתריא בשחיטה ואי משום דלא מיטמיא הנך נמי לא מיטמאו:
