,Masechet,Daf,Loc,Text
172,Zevachim,36a,"10,1","ה""ג לישנא אחרינא כל כמיניה - מי ישמע לו להקריבו בפסול הכהנים טמאים לא ישמעו לו וכן הערלים להקריב למזבח בעבירה או לאכול קדש בעבירה הלכך אין מחשבתו מחשבה בדבר התלוי באחרים:"
173,Zevachim,54a,"5,1","מן הצד - לאו בארבעת רבעין קחשיב אלא מצד צפון היה ל""ב אבל מזרח ודרום לא היה אלא ל""א על ל""א דקרן דרומית מזרחית חסרה לה אמה לדרום ואמה למזרח:"
174,Zevachim,57a,"13,2",אין עליך לדונו בלשון אחרון - להקישה לחזה ושוק של תודה:
175,Zevachim,74b,"1,0","ואי בעית אימא סבר לה כרבי אליעזר - שמואל דאמר ספק ספיקא דעבודת כוכבים אסור דאמר כר""א דתנן במסכת עבודה זרה (דף מט:) נטל הימנה עצים אסורין בהנאה הסיק בהן את התנור חדש יותץ ישן יוצן אפה בו את הפת אסורה בהנאה נתערבה באחרות ואחרות באחרות אסורות בהנאה רבי אליעזר אומר יוליך הנאה לים המלח אלמא אית ליה לר' אליעזר ספק ספיקא בעבודת כוכבים מדקתני ואחרות באחרות. ל""א סבר כר""א אר""ש קאי דאמר מריבוא לג' ותריצנא מאי שלשה דקתני תרי והוא ואי בעית אימא ג' דוקא ודקאמרינן תיסגי בתרי סבר לה כר' אלעזר דאמר לא התיר ר""א אלא שנים שנים הלכך בעינא דלהוו ד' דלישקלינהו שנים שנים וראשון ישר בעיני:"
176,Zevachim,87b,"5,1",תפשוט דיש חיבור - דאי אין חיבור קמא קמא דמטא כנגד אויר איפסיל ליה ובכריתות (דף יד.) גרסינן ליה בלישנא אחרינא תיפשוט דבעי רמי בר חמא הלכו באיברים אחר הרוב או לא הלכו:
177,Zevachim,115b,"5,2","לישנא אחרינא הכי אמר רב אסי ופסקיה - צריך להפסיק כאן נגינת טעם המקרא באתנחתא ולא יקרא בטעם פשטא כמו שאנו קורין אותו דכשהוא נקרא בטעם פשטא משמע שקריאת נערי בני ישראל דבק על ויעלו עולות משמע שהם העלום אבל כשאתה קורהו באתנחתא עומדת התיבה לבדה ואינה דבק על ויעלו וי""ל שלא שלחם אלא להביא הקרבנות ולעמוד עליהם ויעלו עולות אותם שכשרים להעלותם דהיינו נדב ואביהוא שמשבאו לסיני הופרשו הכהנים כדיליף לקמן:"
178,Beitzah,5b,"3,1","ת""ש - מהכא במשוך היובל שימשוך בהסתלק שכינה מן ההר ויאריך התוקע את קולו כמנהג התוקע באחרונה לשון אחר במשוך היובל שימשוך התוקע מלתקוע והכי מפרש לה במכילתא במשוך היובל בפסוק היובל:"
179,Beitzah,20b,"7,0",אומרה בלשון אחרת - להאי קל וחומר דבית הלל דלעיל:
180,Beitzah,22b,"6,1","ומנו - רבו דרב רבינו הקדוש לשון אחר ביחוד בברור כדתנן בשקלים (פ""ו מ""ב) וידעו ביחוד ששם ארון נגנז:
"
181,Beitzah,26a,"6,5","ואם לאו - ועבר ואסקיה לא ישחוט אפילו נפל בו מום לאחר העלאה וקנסא הוא משום דעבר ואסקיה [א""נ] לא ישחוט לא יעלה בהערמת שחיטה קאמר דלא ישחוט לא אצטריך דהא תם הוא ומתניתין דלא שנינן הכי משום דמתניתין לא מצינן לאוקומה בתם משום דרבי יהודה מוקצה אית ליה ולא מצי למימר אם יש בו מום שנפל בו בי""ט יעלה וישחוט וכיון דע""כ בבעל מום תוקמה לא אצטריך לשנויי סיפא בשנויא דחיקא ולמימר דלא ישחוט לא יעלה קאמר דהא מצי לשנויא שפיר כדשנינן דאשמעינן ואם לאו דלא היה קבוע מבעוד יום דאפילו עבר ואסקיה לא ישחוט ואע""ג דאתעביד ליה מום קבוע השתא: לשון אחר לא גרס בברייתא בכור תם אלא כי מתני' גרסינן בברייתא בכור שנפל לבור ומתוקמא הכי בכור שנפל לבור ר' יהודה הנשיא אומר ירד מומחה ויראה דלא נערים ונסקיה מעיקרא:"
182,Beitzah,40a,"8,3",ואי אינהו תלו לך - אתה לא היה דעתך לכך והם אינם זהירים בשלך ואסחו דעתייהו ולא תשקול לשון אחר משום מוקצה:
183,Eruvin,2b,"4,1","משפת קלעים ולמטה - למטה מאותן ט""ו שנעדפו מזה ומזה לפתח היו עוד חמש גובה שוה לשאר הקלעים ועליהן ניתוספו ט""ו בגובה מב' עברי הפתח דהוו להו כ' לישנא אחרינא בגובהה הוא דכתיב דגובה כל קלעי החצר סביב ט""ו אמה אבל לרוחב הפתח לא למדנו שיעור ולהך לישנא גרסינן במסקנא ההוא משפת מזבח ולמעלה שהמזבח גובהו עשר והקלעים גבוהות ממנו חמש דהוו להו ט""ו כדי שלא יהא כהן עומד עליו ועבודה בידו וכל העם רואין אותו מבחוץ ושתיהן שמעתי וזה עיקר וכן מפורש בזבחים בפרק קדשי קדשים (זבחים ד' נט:) והמפרש לשון ראשון טועה הוא שהיה סבור דמאן דפריך לילפו מפתח שער החצר אגובהה פריך למיפסל גובה יותר מה' אמות ומשום הכי אהדר לאוקומי פתח החצר בגובה כ':"
184,Eruvin,6a,"4,2","תורתו כסתום - ואין צריך בעקמומיתו כלום אלא אלו עושין לחי לפתחן ואלו עושין לחי לפתחן דלא מצרכינן צורת הפתח אלא לפתחים מפולשין זה כנגד זה לרה""ר ל""א תורתו כסתום תורת מבוי סתום וצריך לעשות לחי לעקמומיתו והיינו לחי שעושים במבוי סתום וזה קבלתי ממורי הזקן ז""ל:"
185,Eruvin,11a,"10,0","פיתחי שימאי - פתחין שוממין ל""א פתחים מקולקלין שמחוסרין תיקון כמו זקן אשמאי חסר מתורה:
"
186,Eruvin,11b,"13,3",חייבת - דהא יש בה עשרה גובה ברוחב ארבעה ואפילו כל העיגול סתום נשאר שם שיעור פתח כשר אלמא אין צריכין ליגע דהא הכשירה דפתח ברגליה היא והעיגול מפסיק בין תקרה העליונה למזוזות וקתני חייבת אביי לפרושי פלוגתייהו אתא לישנא אחרינא ואמר אביי גרסינן ומפירוש דאביי ילפינן דאין צריכין ליגע. 
187,Eruvin,21b,"3,0","שאוגדות - קושרות פתחן לצורך בעליהן שאינן נבעלות לאחרים אוגדות לשון אגודה ל""א שמגידות פתחיהן כשרואה דם אומרת לבעלה ויפרוש הימנה:"
188,Eruvin,21b,"11,0","הגרסי - שם מקום ל""א שהיה טוחן גריסים:"
189,Eruvin,22a,"1,1","קורמי - ירקות לישנא אחרינא: גמי לח כי עקרת לההוא רכיכא דאית ביה וטחני ליה ועבדי ריפתא באל""ף בי""ת דר' מכיר מצאתיו:"
190,Eruvin,24b,"2,0","כריא דפירי - כרי של פירות גבוה עשרה ורוחב כרוחב בית כור לא בטלה תורת דירה משם ומים הראוין לשתיה כפירות דמי ל""א מידי דהוה אכריא דפירי שוחה עמוקה שמצניעין שם פירות שאע""פ שעמוקין שם הרבה נוטלים מהן בשבת:"
191,Eruvin,26a,"6,0","להרע - לאסור ובתשובת הגאונים מצאתיה בלשון אחר וישר בעיני מאד ההוא בוסתנא קרפף יותר מבית סאתים שלא הוקף לדירה הוה ואבוורנקא כמין אכסדרה או קובה שבונין המלכים בתוך פרדס שלהן ועומד באמצע פרדס ולא הוצרך ריש גלותא אלא לטלטל מפתח בוסתנא שהיה אצל הבית עד האבוורנקא ועבד רב הונא בר חיננא כמין שביל מן הפתח עד האבוורנקא גדר מכאן וגדר מכאן בקנה קנה פחות מג' להפסיק בין הדרך לבוסתנא ויטלטל באותו שביל ורבא כי שלפינהו לא לאסור אלא להקל עליו דס""ל דשרי לטלטולי בכולה בוסתנא דכיון דבנה ליה אבוורנקא בבוסתנא שויה לכולה בוסתנא חצר לאבוורנקא והוי מוקף לדירה ואתו תלמידי דרבא רב פפא ורב הונא בריה דרב יהושע נקטינהו דלא ליהדר רב הונא בר חיננא וליתקנינהו וההיא שעתא לא אדכור להו דלאו שפיר עביד דשלפינהו ולמחר אדכור ואותבוה כדאמר למחר איתיביה רבינא לרבא עיר חדשה כו' והאי בוסתנא נמי כהוקף ולבסוף ישב דמי שקודם נטיעתו מקיפין אותו ולאחר שגדל האילן עשו האבוורנקא סביב הלכך שפיר עבד רב הונא בר חיננא ורב פפא אותביה ממחיצת אדרכלין דהא מחיצה דאבוורנקא נמי לצניעות עבידא וכן לנחת להשתמש להניח בה טליתותיהן ולבושיהן שפושטים שם ושאר כלי תשמישם קרי עלייהו על רב פפא ורב הונא בריה דרב יהושע שלא נזכרו אתמול וסתרו תיקונו של רב הונא בר חיננא ועכשיו נעשו חכמים לאסור עליו ולהיטיב לא ידעו אתמול וכן עיקר:"
192,Eruvin,30a,"18,2","אוכל הנאסר על האדם - כגון ככר זו תיאסר עלי או שבועה שלא אהנה מככר זו דהשתא לא תלה האיסור במעשה שבגופו אלא אפילו הנאה דממילא אין מערבין לו בה. ל""א ככר זו עלי מערבין לו בה דאמר לקמן (עירובין דף לא.) אין מערבין אלא לדבר מצוה ומצות לאו ליהנות ניתנו הלכך משום הנאה לא איכפת לן ואי משום דלא חזיא ליה הא חזיא לאחרים דומיא דנזיר ביין ככר זו הקדש לא חזיא לא לדידיה ולא לאחריני ואנן סעודה הראויה בעינן כדלקמן זה עיקר:"
193,Eruvin,34a,"5,0","ואי איכא כוותא ומיתנא כו' - כוותא חלון מיתנא חבל אם ארובה בראש המגדל ויש חבל בידו וקשור בעירוב ואפילו כשהוא בכרמלית למטה מי' יביאנו אצלו דרך תוכו של מגדל דהא מכרמלית לרשות היחיד הוא: ל""א שמעתי ועיקר נתכוון לשבות בראש המגדל או בראש השובך אהניח עירובו בכותל קאי וקתני דהשתא הוי איפכא דאי למעלה מי' הניחו בכותל עירובו עירוב שהמגדל אצל הכותל ויכול להביאו אצלו ואין הפסק ביניהן למטה מי' כגון בטפח תשיעי ורבים מכתפין עליו והוי רה""ר אין עירובו עירוב דלא מצי מייתי ליה מרה""ר לרה""י ואמאי לימא הואיל ויכול לנטות המגדל של מקום שביתה ולהביאו לתוך רה""ר דניהוי ראש המגדל כרמלית דרחב ד' ואינו גבוה י' נפק ליה מחוץ לד' אמות מרחיק ראש המגדל מן העירוב ארבע אמות ולא מצי למשקליה ולאיתויי לראש המגדל ונמצא מעבירו ד' אמות ברה""ר אי נמי נמצאת שביתתו מתרחקת ארבע אמותיו הראשונות ואין זה מקומו. מתנא חבל כוותא חלון אם יש חלון במגדל כנגד מקום שהעירוב שם ויש חבל קטן בידו וקשור חבל בעירוב מבעוד יום אפילו כשהוא ברה""ר למטה מי' וראש השני יהא במגדל יביאנו אצלו דכיון דאיגודו בידו אינו אלא משום שבות כי מייתי ליה מרה""ר לרה""י כדתנן בריש המוצא תפילין היה קורא בראש הגג ונתגלגל הספר מידו אפילו בארץ עצמו גוללו אצלו שאין לך דבר שהוא משום שבות עומד בפני כתבי הקודש אלמא היכא דאיגודו בידו שבות בעלמא הוא ואתי אליבא דרבי דאמר לא גזרו על השבות בין השמשות:"
