,masechet1,masechet2,loc1,loc2,txt1,txt2
1366,Ketubot,Yevamot,82a:12,19b:13-20a:1,"[""שמגרש' בגט ומחזירה - תרי מילי אשמעינן מגרשה בגט ואינה צריכה חליצה ואשמעינן שאם רצה להחזירה מחזירה כשאר אשה:""]","['שמגרשה בגט - ואינה צריכה חליצה ואם רצה להחזיר מחזירה ולא אמרינן מצוה רמיא רחמנא עליה ועבדה ומהשתא תיקו עליה באיסור אשת אח:', 'לימא - עדיין יבומין הראשונים עליה ותיבעי חליצה:']"
1367,Kiddushin,Zevachim,4a:12-15,82b:10-13,"['בא זה ולימד על זה - מתוך שלא פירש נערות במקרא אלא מאיליו הוא למד שאין לנו דבר אחר לתלות יציאתו בו הוצרך לכתוב שניהם. דאי כתב חד הוה אמינא בגרות הוא דאשמועינן קרא אבל נערות לא מפיק לה בא חבירו ולמד עליו על כרחך חד מינייהו לנערות אתא:', 'זה קנוי קנין עולם - עבד עברי הנרצע ביד כהן ואעפ""כ אין גופו קנוי לו כשאר עבדים כנענים לאכול בתרומה:']","['בא זה ולימד על זה - דאי כתב קדש ולא כתב פנימה הייתי אומר קדש זה לפני ולפנים:', 'תושב כהן ושכיר לא יאכל קדש:']"
1368,Bava Kamma,Yevamot,100a:8,83a:9,['קידש - אסר את התבואה:'],['קידש - לשון פן תקדש (דברים כ״ב:ט׳). אסר תבואת חברו וחייב לשלם:']
1369,Bava Kamma,Eruvin,81b:16-17,17b:2-3,"['איסרטיא - רה""ר ט""ז אמה:']",['באיסרטיא - דרך כבושה:']
1370,Chagigah,Menachot,13a:12,45a:19,"['נגנז ספר יחזקאל - שיש בסופו דברים בקרבנות שסותרין דברי תורה:', 'גרבי שמן - להדליק:']","['דבריו סותרין דברי תורה - כגון כל הנך דאמרי\' לעיל דקרי לפר דר""ח חטאת וכן אותן דלעיל:', 'שלש מאות גרבי שמן - לנרות להדליק בלילה ולדרשו:']"
1371,Gittin,Gittin,20b:7,75a:7,"['והנייר - כל הנייר אני מעכב לעצמי:', 'אינה מגורשת - דכיון דהנייר שלו לא נתן לה כלום דנמצאו אותיות פורחות באויר:', 'הרי זו מגורשת - ותחזיר דמתנה ע""מ להחזיר שמה מתנה:']",['והנייר שלי - לא יהיב לה ולא מידי ורחמנא אמר ונתן בידה:']
1372,Bava Kamma,Bava Kamma,106b:3,63b:15,['טוען טענת גנב - אינו משלם כפל עד שישבע ואחר כך יבאו עדים כדילפינן במרובה:'],['משלם תשלומי ארבעה וחמשה - כגנב עצמו דנפקא ליה מגנב הגנב:\n']
1373,Arakhin,Temurah,2a:12-14,2a:5-7,['תחלת הקדש - תמורה שהיא תחלת הקדישה של בהמה זו:'],['יורש סומך - על קרבן אביו שהפרישו אביו בחייו ולא הספיק להקריבו עד שמת:']
1374,Bava Metzia,Ketubot,35a:15,50a:11,"['האשה שמכרה בנכסי מלוג - להיות הבעל אוכל פירות בחייה וגוף הקרקע יהיה ללוקח לכשתמות ומתה:', 'בעל מוציא - גוף הקרקע מיד הלקוחות והכי מוקי לה בפרק האשה בכתובות (דף עח:) תקנת אושא בגופה של קרקע לאחר מיתה אלמא כלוקח שויוהו רבנן וא""ל אני לקחתי ראשון דאי כשאר יורש שויוהו רבנן יורש שמכר אביו נכסיו בחייו אין לו ירושה בהן:']","['שמכרה בנכסי מלוג - הקרן:', 'הבעל מוציא - דשויוהו רבנן כלוקח והוא לוקח ראשון:']"
1375,Beitzah,Yevamot,8b:7,61a:10,['עשה ולא תעשה הוא - דכתיב (ויקרא כג) ביום הראשון שבתון דמשמע שבות:'],"[""גמ' לא תעשה ועשה - אלמנה לא יקח בתולה יקח (ויקרא כ״א:י״ג) ולא בעולה:""]"
1376,Kiddushin,Temurah,58a:4,33b:16,['ישרפו - ולא סגי להו בקבורה אלמא איסורו מן התורה דאי מדרבנן מי מחמרינן כולי האי נהי דבבהמה גזור אטו פסולי המוקדשין דלא נימרו קדשים פסולין נקברים אלא חיה אי עיקר איסור דידה לאו דאורייתא מהיכא תיתי הא ליכא למיגזר אטו קדשים ולמה היא בשריפה ואפילו בקבורה אלא ודאי איסורן מן התורה ושריפתן מדברי סופרים בבהמה גזור דילמא אתי למימר קדשים פסולין לקבורה והתורה אמרה ישרפו ובחיה נמי גזרו שלא תחלוק בדין חולין שנשחטו בעזרה שהשוו חכמים דבריהן בכל מקום שלא יפקפקו בהם:'],"['חולין שנשחטו בעזרה ישרפו - משום דמיחלפי בהו קדשים שאירע בהו פסול דאי אמר יקברו כיון דלא מוכחא מילתא אי חולין הוו אי קדשים אתו למימר נמי קדשים שאירע בהן פסול טומאה או פסול נותר יקברו וקיימא לן בפסחים בפ""ב (דף כד.) בקדש באש תשרף לימד על כל הפסולין שבקדש שהן בשרפה:', 'וכן חיה שנשחטה בעזרה - אפי\' אם חולין היא דליכא למיגזר משום דלא ליקבור קדשים פסולין דהא כ""ע ידעי דחיה במוקדשים ליכא ולא אתי לחלופי אפילו הכי תשרף:']"
1377,Sanhedrin,Sanhedrin,74a:3,79a:10,['במצות שבמיתה - שהוא מתכוין להרוג את חבירו והכה את האשה הכתוב מדבר:'],"['במצות שבמיתה הכתוב מדבר - שהיה מתכוון להרוג את חבירו:', ""כדכתיב ואם אסון יהיה ונתתה נפש תחת נפש - ואי לא נתכוון להרוג היאך מקטיל וכי איתכוון מיהא חייב אף על גב דלא נתכוון אלא לחבירו דהא כתיב וכי ינצו אנשים וגו':""]"
1378,Menachot,Temurah,5b:7,29a:11,"[""מן הבקר למטה - דאם עולה קרבנו מן הבקר בקרא דלעיל דרשינן מן הבהמה להוציא הרובע והנרבע מן הבקר להוציא הנעבד ומן הצאן להוציא את המוקצה כשהוא אומר מן הבקר למטה כו':""]",['מן הבקר מן הבהמה מן הבקר ומן הצאן מן הבקר למטה - אם עולה קרבנו מן הבקר שאין ללמוד שאינו צריך לכלום דהא כתיב מן הבקר לעיל האי דלמטה ודאי להוציא את הטרפה וקמא לנעבד. אלמא אתא קרא לטרפה: ']
1379,Chullin,Chullin,106a:8,12a:13,"['דכ""ע אסור - דכי תקון רבנן נטילה לאו בחמין תקון והני גריעי מחמי האור שלא היתה להן שעת הכושר:']",['דכולי עלמא לא פליגי דשרי - דרוב מצויין אצל שחיטה מומחין הם:']
1380,Gittin,Ketubot,7a:3-4,28b:4-5,['בהמתן של צדיקים - בהכל שוחטין (חולין דף ה:):'],['בהמתן של צדיקים - חמורו של רבי פנחס בן יאיר בהכל שוחטין (חולין ז.):']
1381,Gittin,Kiddushin,81a:16,65a:21,"[""מתני' צריכה גט שני - מפ' בגמ':""]","[""ולנה עמו בפונדקי - ואפי' לאחר זמן:""]"
1382,Gittin,Ketubot,45a:13,52b:1,"[""מתני' מפני תקנת שבויין - בגמ' מפרש לה:""]",['מפני תיקון העולם - שלא ירגילו להעלות על דמיהן:']
1383,Yevamot,Yevamot,119a:1,36a:7,"[""מתני' האשה שהלך בעלה כו' לא תנשא - הואיל ובלא בנים יצא בעלה:"", ""ולא תתייבם - שמא ילדה צרתה. ובגמ' פריך אמאי לא תנשא תחלוץ ותנשא ממה נפשך:"", ""היא צרתה - מפרש בגמ':""]","['שהלך בעלה - ואין לו בנים:', 'לא תנשא - קס""ד אפילו ע""י חליצה קאמר דלא תנשא לשוק לעולם:', ""היא צרתה - אותה צרתה שהלכה עמו. אבל אי שמעה עליה שאינה מעוברת תתייבם ולא חיישינן שמא נשא בעלה אחרת במדינת הים ולהכי תנן היא צרתה והכי מפרש בפ' האשה:""]"
1384,Chagigah,Menachot,26b:9,97a:2,"['לא שנו - הך דקתני ציפויו מבטלו אלא בעצי אכסלגים שאינו חשוב כ""כ:']","['וכי תימא - עצי שיטין דשולחן חשיבי ולא בטלי ולא מקבלי טומאה אגב ציפוי אי לאו דמגביהין אותן:', 'לא שנו - דגבי חיפן בשייש דאזלינן בתר ציפוי אלא בכלי עץ אכסלגוס דלא חשיב כמסמס:']"
1385,Arakhin,Yoma,31b:11,65b:8-66a:1,"['כמנין ימות החמה - בין בפשוטה בין במעוברת:', 'נתעברה לו - למוכר דכתיב תמימה:']","['דתניא שנה תמימה - האמורה בבתי ערי חומה להיות חלוטה ללוקח:', 'רבי אומר מונה שס""ה ימים - בין שעיברו ב""ד את השנה בין שלא עיברוה שאין לך למנות אלא לימות החמה:', 'וחכמים אומרים - הכל כמו שישראל מונין י""ב חדש מיום ליום אם פשוטה היא:', 'ואם נתעברה נתעברה למוכר - ולא תחלט עד שיגיע באותו יום באותו חדש שמכרה לו ולרבי משכחת לה כגון שהקדישו ביום שמיני ללידתו בערב יום הכפורים בשנה פשוטה וכי מטי יום הכפורים הבא אכתי לא מלו ליה שס""ה ימים אלא שס""ד:']"
1386,Gittin,Yevamot,67a:12,25b:12,['לא חששו חכמים לדבר זה - מאחר שמכירין חתימתן לא חשו לומר שקר חתמו:'],['לא חשו חכמים לדבר זה - לומר לא יקחו שוב שדה זו מן הלוקח וכן העד של גט לא ישא את האשה:']
1387,Bava Kamma,Bava Metzia,61a:7,52a:5,"['ותנא ברא קחשיב מלמטה למעלה שתי אמות או שלש אמות חייב - וד\' אמות פטור דס""ל עד ולא עד בכלל וכולן שוין בד\' אמות דפטור לתנא דידן עד ועד בכלל לתנא ברא עד ולא עד בכלל: ']","[""אמר רב פפא - לעולם אימא לך בהני שיעורי הויא אונאה ולא יהא דמתני' לאו אשיעורא קאי אלא אפחות מכשיעור קאי:"", 'מלמטה למעלה קחשיב - וה""ק סלע הפוחתת והולכת עד כמה יכול להוציאה עד שתפחת שיעור כך וכך ומכיון שהגיעה לשיעור הזה יהא בה אונאה:']"
1388,Bava Kamma,Gittin,66b:16,55a:4,"[""על המריש - קורה ותקנות קחשיב ואזיל במס' גיטין:""]","['מריש - קורה:', 'בירה - בית גדול:', 'מפני תקנת השבים - שאם אתה מצריכו לקעקע בירתו ולהחזיר מריש עצמו ימנע מלעשות תשובה:']"
1389,Beitzah,Keritot,4a:19,13b:14,"['דרב לא מוקי אמורא עלויה - לא היה מעמיד מתורגמן לפניו לדרוש דרשה לרבים:', 'מיומא טבא לחבריה - כלומר משעשה היום יום טוב דהיינו לאחר סעודה עד מחר:', 'משום שכרות - דרב אורויי היה מורי בדרשה שלו כדאמרינן בכריתות ושכור אסור להורות דכתיב יין ושכר אל תשת (ויקרא י׳:ט׳) וכתיב להורות את בני ישראל (שם):']","['נדרא עלה דביתהו - שלא ליהנות הימנה:', 'אתא לקמיה דרב אשי - לאחר אכילה ושתיה:']"
1390,Keritot,Shevuot,13b:21,24b:8,['ואשם - מעילה:'],"['אכילה אחת - זית אחד:', 'טמא שאכל חלב כו\' - חייב משום חלב ומשום נותר ומשום יוה""כ ומשום טמא שאכל את הקדש הרי ארבע חטאות ואשם אחד מעילה ואפי\' הוא כהן גבי חלב דקדש מועל הוא דאמר מר (תמורה דף לב:) כל חלב לה\' לרבות אימורי קדשים קלים למעילה והנהו כולהו איסור חל על איסור נינהו או ע""י כולל או ע""י מוסיף שהרי משנולדה הבהמה נאסר חלבה אקדשה מיגו דחל איסור מוקדשים אבשר ועור חל נמי אחלב הרי כולל הוה ליה נותר מיגו דאיתוסף בה איסורא לגבי מזבח על חתיכה זו משום נותר איתוסף נמי לגבי גברא משום נותר הרי מוסיף איטמא גברא מיגו דאיתסר האי גברא בקדשים הנאכלים משום טומאה איתסר נמי בהאי חלב משום טומאה הרי כולל הוה ליה יוה""כ מיגו דאיתסר אף בחולין משום יוה""כ איתסר נמי בהאי משום יוה""כ:']"
